MBS id 1	Ligand	Species	PDB entry	Name	Uniprot	EC	MBS id 2	Ligand	Species	PDB entry	Name	Uniprot	EC	Global seq identity	E value (local seq alignment)	RMSD	
46738	FE	Rhodococcus rhodochrous	4QDF	3-ketosteroid 9alpha-hydroxylase oxygenase	F1CMX0	1.14.15.30	20327	FE	Pseudomonas putida	1EG9	PROTEIN (NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT)	P0A110	1.14.12.12	18.1262729124236	0.0096	0.414244097111006	
101594	ZN	Xanthomonas axonopodis pv. citri str. 306	2GSO	phosphodiesterase-nucleotide pyrophosphatase	Q8PIS1	3.6.1.9	103154	ZN	Pseudomonas fluorescens	1EI6	PHOSPHONOACETATE HYDROLASE	Q51782	3.11.1.2	16.9642857142857	0.65	0.414320514195404	
102433	ZN	Deinagkistrodon acutus	1BSW	PROTEIN (ACUTOLYSIN A)	Q9PW35	3.4.24.-	118383	ZN	HOMO SAPIENS	2Y6C	MATRILYSIN	P09237	3.4.24.23	16.5876777251185	10	0.414336514155531	
29989	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	36640	FE	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	7O8A	Sulerythrin	F9VPE5	None	18.4713375796178	10	0.414337287897371	
78379	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	32870	FE	Rhodospirillum rubrum	6SV1	Encapsulated Ferritin	Q2RVS1	1.16.3.1	16.3793103448276	10	0.414341348942446	
104037	ZN	Escherichia coli	1HP1	5'-NUCLEOTIDASE	P07024	3.1.3.5,3.6.1.45	22839	FE	Mycobacterium tuberculosis	2HYP	Hypothetical protein RV0805	P9WP65	3.1.4.17	14.4212523719165	10	0.414368016133262	
28137	FE	Pseudomonas mendocina	4P1C	Toluene-4-monooxygenase system ferredoxin subunit	Q00458	None	31087	FE	Pseudomonas putida	6ICM	Methylxanthine N1-demethylase NdmA	H9N289	1.14.13.178	9.48509485094851	7.1	0.414384690901883	
107183	ZN	Homo sapiens	1QH5	PROTEIN (HYDROXYACYLGLUTATHIONE HYDROLASE)	Q16775	3.1.2.6	119115	ZN	Sulfolobus tokodaii	3ADR	Putative uncharacterized protein ST1585	Q970L2	None	19.3146417445483	10	0.414434443904126	
108039	ZN	Escherichia coli	1TJL	DnaK suppressor protein	P0ABS1	None	133054	ZN	Escherichia coli	4MTD	Zinc uptake regulation protein	P0AC51	None	16.8367346938776	10	0.414444872630387	
25735	FE	Streptococcus pneumoniae	3QFO	Putative uncharacterized protein	Q8DNX4	None	30794	FE	Pyrococcus abyssi (strain GE5 / Orsay)	6HMF	DNA polymerase II small subunit	Q9V2F3	2.7.7.7,3.1.11.1	10.5042016806723	10	0.414465811653213	
63115	FE	Methanothermococcus thermolithotrophicus DSM 2095	8A8O	Beta-subunit of the PAPS reductase from Methanothermococcus thermolithotrophicus	None	None	1399	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	11.1747851002865	0.002	0.414508405943689	
83737	ZN	Staphylococcus aureus subsp. aureus	3QFK	Uncharacterized protein	Q2G1L5	None	94596	MN	Escherichia coli	8QK9	UDP-2,3-diacylglucosamine hydrolase	A0A066QL39	3.6.1.54	12.476370510397	10	0.414532560739824	
52977	FE	Comamonas testosteroni (strain DSM 14576 / KF-1)	7VJU	Rieske (2Fe-2S) domain protein	B7WRJ9	None	35528	FE	Microseira wollei	6WN3	SxtT	C3RVQ0	None	16.0756501182033	0.012	0.414571846792901	
88611	MN	HOMO SAPIENS	5FZI	LYSINE-SPECIFIC DEMETHYLASE 5B	Q9UGL1	1.14.11	4427	CO	HOMO SAPIENS	5FP3	HUMAN LYSINE-SPECIFIC DEMETHYLASE 6B, JMJD3	O15054	1.14.11	15.2727272727273	10	0.414656808601678	
96420	NI	ESCHERICHIA COLI	1OIE	PROTEIN USHA	P07024	3.1.3.5,3.6.1.45	2365	CO	Enterobacter aerogenes	3D03	Phosphohydrolase	Q6XBH1	3.1.4.46	13.6194029850746	10	0.414715476839962	
27422	ZN	Phaseolus vulgaris	4DSY	Purple acid phosphatase	P80366	3.1.3.2	44752	FE	Enterobacter aerogenes	2ZOA	Phosphohydrolase	Q6XBH1	3.1.4.46	13.4259259259259	10	0.414723621982219	
104135	ZN	Mus musculus	1HV5	STROMELYSIN 3	Q02853	3.4.24	112101	ZN	Crotalus atrox	2DW0	Catrocollastatin	Q90282	3.4.24.-	10.5011933174224	9.9	0.414758443679407	
106160	ZN	Pyrococcus furiosus	1NNQ	Rubrerythrin	Q9UWP7	None	1440	CO	Clostridium pasteurianum	1R0H	Rubredoxin	P00268	1.18.1.1	11.046511627907	1.7	0.414777157108592	
78379	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	29294	FE	Rhodospirillum rubrum	5DA5	Rru_A0973	Q2RVS1	1.16.3.1	16.3793103448276	10	0.414919308760885	
17337	CU	Bacillus pumilus SAFR-032	7Z5P	Copper oxidase	A8FAG9	None	11925	CU	Lentinus	3X1B	laccase	None	1.10.3.2	18.6206896551724	0.037	0.414950665586514	
25616	FE	Bacteriophage phi92	3PQH	gene product 138	I7HXF9	None	26682	FE	Enterobacteria phage Mu	3VTO	Protein gp45	Q9T1V4	None	18.1818181818182	10	0.414960416947556	
102385	ZN	Homo sapiens	1BQO	STROMELYSIN-1	P08254	3.4.24.17	124161	ZN	Homo sapiens	3O64	TACE	P78536	3.4.24.86	15.7509157509158	10	0.414985435282341	
60227	FE	Desulfovibrio africanus	1FXR	FERREDOXIN I	P00210	None	60274	FE	Bacillus thermoproteolyticus	1IQZ	Ferredoxin	P10245	None	23.4567901234568	0.16	0.415062897925015	
23631	FE	BACTEROIDES FRAGILIS	2VZB	PUTATIVE BACTERIOFERRITIN-RELATED PROTEIN	Q5LAA6	None	30008	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	12.7167630057803	10	0.415123928894609	
105729	ZN	Escherichia coli	1MFT	Four-helix bundle model	None	None	25791	FE	Pyrococcus furiosus	3QVD	Rubrerythrin	Q9UWP7	None	8.82352941176471	10	0.415148794984951	
112101	ZN	Crotalus atrox	2DW0	Catrocollastatin	Q90282	3.4.24.-	116023	ZN	Homo sapiens	2OW9	Collagenase 3	P45452	3.4.24	10.1895734597156	4.1	0.415156440999574	
114183	ZN	Thermotoga maritima	2H2I	NAD-dependent deacetylase	Q9WYW0	3.5.1	129231	ZN	Micromonospora chalcea	4E+033	TcaB9	B5L6K6	2.1.1	15.5502392344498	10	0.41517533743274	
132781	ZN	Homo sapiens	4MBS	Chimera protein of C-C chemokine receptor type 5 and Rubredoxin	P51681	None	25855	FE	Pyrococcus furiosus	3QVD	Rubrerythrin	Q9UWP7	None	10.1204819277108	5.1	0.415179746531804	
116034	ZN	Homo sapiens	2OW0	Matrix metalloproteinase-9 (MMP-9) (92 kDa type IV collagenase) (92 kDa gelatinase) (Gelatinase B) (GELB)	P14780	3.4.24.35	117596	ZN	BOTHROPS ASPER	2W15	ZINC METALLOPROTEINASE BAP1	P83512	3.4.24	18.6274509803922	10	0.415195369053852	
135625	ZN	MAGNETOSPIRILLUM GRYPHISWALDENSE	4V2Z	CEREBLON ISOFORM 4	A4TVL0	None	121517	ZN	Xanthomonas campestris pv. campestris	3HCJ	Peptide methionine sulfoxide reductase	Q8P4Q6	1.8.4.11	19.0751445086705	10	0.415209235008383	
129421	ZN	Streptococcus pneumoniae	4ESJ	Type-2 restriction enzyme DpnI	P0A460	3.1.21.4	21984	FE	Pyrococcus abyssi	1YK5	Rubredoxin	Q9V099	None	7.39299610894942	10	0.415273016316215	
93483	MN	Homo sapiens	7TXH	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	P62136	3.1.3.16	25737	MN	Streptococcus pneumoniae	3QFO	Putative uncharacterized protein	Q8DNX4	None	15.3614457831325	10	0.415273964045395	
79175	ZN	Escherichia coli	1OYW	ATP-dependent DNA helicase	P15043	3.6.1	3938	ZN	Pyrobaculum aerophilum	4JBH	Alcohol dehydrogenase (Zinc)	Q8ZUP0	1.1.1.1	16.1467889908257	10	0.415334571946968	
114720	ZN	Homo sapiens	2IQJ	Stromal membrane-associated protein 1-like	Q8WU79	None	119924	ZN	Mus musculus	3DFX	Trans-acting T-cell-specific transcription factor GATA-3	P23772	None	10.3703703703704	10	0.415373231143539	
135625	ZN	MAGNETOSPIRILLUM GRYPHISWALDENSE	4V2Z	CEREBLON ISOFORM 4	A4TVL0	None	121054	ZN	Homo sapiens	3G9Y	Zinc finger Ran-binding domain-containing protein 2	O95218	None	6.4	10	0.415446193802183	
132546	ZN	Homo sapiens	4LJO	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	5473	CO	Archaeoglobus fulgidus	6OBY	Iron-sulfur cluster carrier protein	O28015	None	13.2352941176471	10	0.415486287648737	
130499	ZN	Lactococcus lactis subsp. lactis	4GK8	Histidinol-phosphatase	Q02150	3.1.3.15	5166	MN	Listeria monocytogenes serotype 4b str. H7858	6NLR	Histidinol-phosphatase	A0A3A6YEN9	3.1.3.15	20.625	2.6	0.415503895598778	
97345	ZN	Homo sapiens	3AVS	Lysine-specific demethylase 6A	O15550	1.14.11	130856	ZN	Homo sapiens	4HC9	Trans-acting T-cell-specific transcription factor GATA-3	P23771	None	6.77966101694915	10	0.415541574162472	
29294	FE	Rhodospirillum rubrum	5DA5	Rru_A0973	Q2RVS1	1.16.3.1	43646	FE	Desulfovibrio vulgaris	1LKO	Rubrerythrin all-iron(II) form	P24931	None	11.5	5.7	0.415598792095282	
135123	ZN	Macaca mulatta	4TKP	Tripartite motif-containing protein 5	Q0PF16	6.3.2	110338	ZN	Homo sapiens	1Z6U	Np95-like ring finger protein isoform b	Q96PU4	6.3.2.19	14.4654088050314	0.0046	0.415611611711018	
133320	ZN	Klebsiella pneumoniae subsp. pneumoniae	4NL4	Primosome assembly protein PriA	A6TGC5	3.6.4.-	44047	FE	Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough	1RB9	RUBREDOXIN	P00269	None	2.94511378848728	10	0.415638028938155	
84498	MN	MOORELLA THERMOACETICA	3ZT9	SERINE PHOSPHATASE	Q2RIF7	3.1.3.16	88325	MN	Staphylococcus aureus	5F1M	Phosphorylated protein phosphatase	Q9RL81	3.1.3.16	17.2794117647059	10	0.415657734149246	
61657	FE	DEINOCOCCUS RADIODURANS R1	4UNF	ENDONUCLEASE III-1	Q9RRQ0	4.2.99.18	63254	FE	Homo sapiens	8FAY	Adenine DNA glycosylase	Q9UIF7	3.2.2.31	14.406779661017	0.0034	0.415699879609964	
45944	FE	Pseudomonas aeruginosa	4G33	15S-LIPOXYGENASE	Q8RNT4	1.13.11	48113	FE	Cyanothece sp. (strain PCC 8801)	5EK8	Lipoxygenase	B7K2Q5	None	19.1099476439791	0.071	0.415733183419551	
97848	ZN	Homo sapiens	3Q2G	A disintegrin and metalloproteinase with thrombospondin motifs 1	Q9UHI8	3.4.24	107550	ZN	Homo sapiens	1RM8	Matrix metalloproteinase-16	P51512	3.4.24	12.9568106312292	10	0.415752134228581	
54245	FE	Nostoc sp.	1FRD	HETEROCYST [2FE-2S] FERREDOXIN	P11053	None	54774	FE	Desulfovibrio gigas	1VLB	ALDEHYDE OXIDOREDUCTASE	Q46509	1.2.3.1	3.7280701754386	10	0.41583641502884	
11210	CU	Thielavia arenaria	3PPS	Laccase	F6N9E7	1.10.3.2	15318	CU	Albifimbria verrucaria	6I3K	Bilirubin oxidase	Q12737	1.3.3.5	19.6594427244582	0.23	0.415843964572039	
121517	ZN	Xanthomonas campestris pv. campestris	3HCJ	Peptide methionine sulfoxide reductase	Q8P4Q6	1.8.4.11	6219	CO	Pyrococcus furiosus	9BKL	Rubredoxin	P24297	None	8.44155844155844	10	0.415873922248326	
98409	ZN	Homo sapiens	4IC2	E3 ubiquitin-protein ligase XIAP	P98170	6.3.2	135122	ZN	Macaca mulatta	4TKP	Tripartite motif-containing protein 5	Q0PF16	6.3.2	18.0952380952381	1.7	0.415948795589558	
20096	FE	Clostridium pasteurianum	1B2O	PROTEIN (RUBREDOXIN)	P00268	1.18.1.1	25259	FE	Pyrococcus furiosus	3MPS	Rubrerythrin	Q9UWP7	None	10.5263157894737	10	0.415965183835272	
18829	CU	Escherichia coli	3NT0	Blue copper oxidase cueO	P36649	1.16.3.4	15199	CU	Aspergillus oryzae	6H5Y	Laccase	None	None	19.8181818181818	0.012	0.416164583034575	
56387	FE	Tepidiphilus thermophilus	6LAA	Cytochrome P450	A0A0K6ITW2	None	57130	FE	Drosophila melanogaster	7PX0	Aldehyde oxidase 1	Q9VF53	1.2.3.8	13.5198135198135	10	0.416169467789164	
102433	ZN	Deinagkistrodon acutus	1BSW	PROTEIN (ACUTOLYSIN A)	Q9PW35	3.4.24.-	116995	ZN	Homo sapiens	2TCL	FIBROBLAST COLLAGENASE	P03956	3.4.24.7	20.7729468599034	8.9	0.416180499552653	
9354	CU	Escherichia coli	2FQF	Blue copper oxidase cueO	P36649	1	12028	CU	CORIOLOPSIS GALLICA	4A2E	LACCASE	Q1W6B1	1.10.3.2	19.3726937269373	0.0056	0.416233148092837	
28042	ZN	Phaseolus vulgaris	4KBP	PURPLE ACID PHOSPHATASE	P80366	3.1.3.2	30110	FE	Sus scrofa	5UQ6	Tartrate-resistant acid phosphatase type 5	P09889	3.1.3.2	15.6989247311828	8.1	0.41629087792303	
104142	ZN	Rattus norvegicus	1HXR	GUANINE NUCLEOTIDE EXCHANGE FACTOR MSS4	Q08326	None	113259	ZN	Staphylococcus aureus	2F9I	acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	Q5HF73	2.1.3.15	10.5263157894737	10	0.416291498286963	
81907	MN	STREPTOCOCCUS PNEUMONIAE	2WJD	TYROSINE-PROTEIN PHOSPHATASE CPSB	Q9AHD4	3.1.3.48	5447	CO	Listeria monocytogenes serotype 4b str. H7858	6NLR	Histidinol-phosphatase	A0A3A6YEN9	3.1.3.15	17.4050632911392	10	0.416340060693423	
18636	CU	ALCALIGENES XYLOSOXYDANS	2CCW	AZURIN II	P56275	None	9291	CU	Hyphomicrobium denitrificans	2DV6	Nitrite reductase	Q8KKH4	1.7.2.1	8	10	0.416417942798556	
108616	ZN	Escherichia coli	1USH	5'-NUCLEOTIDASE	P07024	3.1.3.5	34362	FE	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	6UNC	Metallophos domain-containing protein	I6YEE1	3.1.4.14	13.5802469135802	10	0.416422868468205	
82003	MN	CHROMOBACTERIUM VIOLACEUM	2YB1	AMIDOHYDROLASE	Q7NXD4	3.1.3.97	106824	ZN	Escherichia coli	1PB0	Hypothetical protein ycdX	P75914	3.1.3.-	19.8083067092652	10	0.41646892843381	
53645	FE	Pyrococcus furiosus	9BKT	Rubredoxin	P24297	None	25172	FE	Homo sapiens	3MAO	Methionine-R-sulfoxide reductase B1	Q9NZV6	1.8.4	15.1785714285714	10	0.416521956817147	
102728	ZN	Mus musculus	1CXV	PROTEIN (COLLAGENASE-3)	P33435	3.4.24	131477	ZN	Protobothrops mucrosquamatus	4J4M	zinc-dependent metalloproteinase	U3KRG1	3.4.24.53	19.5238095238095	0.7	0.416605553487088	
126175	ZN	Homo sapiens	3T7L	Zinc finger FYVE domain-containing protein 16	Q7Z3T8	None	130497	ZN	Human papillomavirus type 16	4GIZ	Protein E6	P03126	None	15.4929577464789	10	0.416653772751391	
133320	ZN	Klebsiella pneumoniae subsp. pneumoniae	4NL4	Primosome assembly protein PriA	A6TGC5	3.6.4.-	44075	FE	Clostridium pasteurianum	1SMW	Rubredoxin	P00268	1.18.1.1	2.81124497991968	10	0.416653976137723	
87931	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	47760	FE	Pseudomonas aeruginosa	4TOH	Bacterioferritin	Q9HY79	1.16.3.1	12.6582278481013	0.16	0.416658308015659	
87930	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	47760	FE	Pseudomonas aeruginosa	4TOH	Bacterioferritin	Q9HY79	1.16.3.1	12.6582278481013	0.16	0.416661684383498	
119632	ZN	Candida albicans	3C9F	5'-nucleotidase	Q5A5Q7	None	29307	FE	Yersinia pestis CO92	5EQV	bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic precursor protein	A0A5P8YBY3	3.1.4.16	14.9484536082474	0.0032	0.416688697693662	
118193	ZN	HOMO SAPIENS	2XQN	TESTIN	Q9UGI8	None	132541	ZN	Homo sapiens	4LK9	Histone acetyltransferase KAT6A	Q92794	2.3.1.48	18.6666666666667	10	0.416726707313515	
110250	ZN	Archaeoglobus fulgidus	1YC2	NAD-dependent deacetylase 2	O30124	3.5.1	132583	ZN	Homo sapiens	4LJQ	E3 ubiquitin-protein ligase RNF31	Q96EP0	6.3.2	15.6583629893238	10	0.416741581224539	
111195	ZN	Human papillomavirus type 1a	2B9D	E7 protein	P06465	None	3437	ZN	HOMO SAPIENS	4ASK	LYSINE-SPECIFIC DEMETHYLASE 6B	O15054	1.14.11	3.52941176470588	10	0.416760519281845	
108971	ZN	Enterobacteria phage T4	1VQ2	DEOXYCYTIDYLATE DEAMINASE	P16006	3.5.4.12	126981	ZN	Homo sapiens	3V4K	DNA dC->dU-editing enzyme APOBEC-3G	Q9HC16	3.5.4	17.1296296296296	5.9	0.416764243843836	
105730	ZN	Escherichia coli	1MFT	Four-helix bundle model	None	None	23631	FE	BACTEROIDES FRAGILIS	2VZB	PUTATIVE BACTERIOFERRITIN-RELATED PROTEIN	Q5LAA6	None	10	10	0.416777780851291	
103693	ZN	Thermus thermophilus	1GAX	VALYL-TRNA SYNTHETASE	P96142	6.1.1.9	116320	ZN	Rhodobacter capsulatus	2PPT	thioredoxin-2	None	1.8.1.8	6.61252900232019	10	0.416788254123886	
135577	ZN	LEISHMANIA MAJOR	4UXJ	THYMIDINE KINASE	Q4QC75	2.7.1.21	119950	ZN	unidentified	3DGO	ATP Binding Protein-DX	None	None	11.4583333333333	10	0.416790980265795	
93536	MN	Escherichia coli	7UG9	5'-3' exoribonuclease	P77766	3.1.13	111210	ZN	Thermotoga maritima	2ANU	hypothetical protein TM0559	Q9WZ29	None	17.1974522292994	8	0.41692533098855	
102728	ZN	Mus musculus	1CXV	PROTEIN (COLLAGENASE-3)	P33435	3.4.24	121571	ZN	Agkistrodon acutus	3HDB	AAHIV	None	3.4.24	9.36768149882904	2.2	0.416950855236937	
7727	CU	BACILLUS SUBTILIS	1GSK	SPORE COAT PROTEIN A	P07788	1.10.3.2,1.3.3.5	10752	CU	Nitrosomonas europaea	3G5W	Multicopper oxidase type 1	Q82VX3	None	17.3664122137405	0.011	0.41704008106247	
118551	ZN	HOMO SAPIENS	2YHO	E3 UBIQUITIN-PROTEIN LIGASE MYLIP	Q8WY64	6.3.2	123065	ZN	synthetic construct	3LTA	ATP BINDING PROTEIN-DX	None	None	13.2530120481928	10	0.417083886982925	
119824	ZN	Homo sapiens	3D2Q	Muscleblind-like protein 1	Q9NR56	None	126415	ZN	Saccharomyces cerevisiae	3U1M	Pre-mRNA-splicing factor CWC2	Q12046	None	7.88381742738589	3.1	0.417098308917861	
114841	ZN	SACCHAROMYCES CEREVISIAE	2J9U	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 36	Q06696	None	117840	ZN	HOMO SAPIENS	2WX0	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7-INTERACTING PROTEIN 2	Q9NYJ8	None	12.987012987013	10	0.417160417341219	
102728	ZN	Mus musculus	1CXV	PROTEIN (COLLAGENASE-3)	P33435	3.4.24	121570	ZN	Agkistrodon acutus	3HDB	AAHIV	None	3.4.24	9.36768149882904	2.2	0.417183327110348	
116995	ZN	Homo sapiens	2TCL	FIBROBLAST COLLAGENASE	P03956	3.4.24.7	122343	ZN	Naja Atra	3K7N	K-like	D3TTC1	3.4.24.-	12.0689655172414	9.8	0.417216121789037	
110283	ZN	Escherichia coli	1YT3	Ribonuclease D	P09155	3.1.26.3	112330	ZN	Mus musculus	2E6L	Werner syndrome ATP-dependent helicase homolog	O09053	3.6.1	11.4583333333333	0.48	0.417220302607196	
54774	FE	Desulfovibrio gigas	1VLB	ALDEHYDE OXIDOREDUCTASE	Q46509	1.2.3.1	56387	FE	Tepidiphilus thermophilus	6LAA	Cytochrome P450	A0A0K6ITW2	None	15.8793969849246	10	0.417222698869662	
23527	FE	Desulfovibrio vulgaris str. 'Miyazaki F'	2RDV	RUBREDOXIN	P15412	None	44161	FE	Desulfovibrio vulgaris subsp. vulgaris	1YV1	Nigerythrin	P30820	None	11.3861386138614	1.9	0.417246661067256	
116320	ZN	Rhodobacter capsulatus	2PPT	thioredoxin-2	None	1.8.1.8	25172	FE	Homo sapiens	3MAO	Methionine-R-sulfoxide reductase B1	Q9NZV6	1.8.4	12.9032258064516	10	0.417257463982757	
80532	MN	MYCOBACTERIUM TUBERCULOSIS	2CM1	SERINE THREONINE PROTEIN PHOSPHATASE PSTP	P9WHW5	3.1.3.16	87579	MN	Arabidopsis thaliana	4YZG	Protein phosphatase 2C 57	P49599	3.1.3.16	17.283950617284	0.28	0.417262594650919	
133320	ZN	Klebsiella pneumoniae subsp. pneumoniae	4NL4	Primosome assembly protein PriA	A6TGC5	3.6.4.-	39626	FE	Desulfovibrio vulgaris	8RXN	RUBREDOXIN	P00269	None	2.94511378848728	10	0.417546479629802	
101562	V	Ascophyllum nodosum	1QI9	Vanadium-dependent bromoperoxidase	P81701	1.11.1.18	101583	V	Curvularia inaequalis	1VNC	VANADIUM-CONTAINING CHLOROPEROXIDASE	P49053	1.11.1.10	17.6211453744493	10	0.417609567522598	
133320	ZN	Klebsiella pneumoniae subsp. pneumoniae	4NL4	Primosome assembly protein PriA	A6TGC5	3.6.4.-	22575	FE	Desulfovibrio gigas	2DSX	Rubredoxin	P00270	None	2.94511378848728	10	0.417692534097995	
121571	ZN	Agkistrodon acutus	3HDB	AAHIV	None	3.4.24	123800	ZN	Homo sapiens	3N2V	Macrophage metalloelastase	P39900	3.4.24.65	8.53080568720379	3.8	0.417730159038073	
121054	ZN	Homo sapiens	3G9Y	Zinc finger Ran-binding domain-containing protein 2	O95218	None	23527	FE	Desulfovibrio vulgaris str. 'Miyazaki F'	2RDV	RUBREDOXIN	P15412	None	11.864406779661	10	0.417744342948912	
44783	FE	BURKHOLDERIA XENOVORANS	2YFI	BIPHENYL DIOXYGENASE SUBUNIT ALPHA	P37333	1.14.12.18	45172	FE	Sphingomonas	3GKQ	Terminal oxygenase component of carbazole 1,9a-dioxygenase	Q2PFA6	None	19.9579831932773	0.0055	0.417768467609029	
84362	MN	Bacteroides fragilis	3W5W	Putative exopolyphosphatase-related protein	Q64PD9	None	109339	ZN	Streptococcus gordonii	1WPP	Probable manganese-dependent inorganic pyrophosphatase	P95765	3.6.1.1	17.4386920980926	1.2	0.417781906912771	
102001	ZN	Pseudomonas aeruginosa	1AKL	ALKALINE PROTEASE	Q03023	3.4.24.40	1170	CO	Astacus astacus	1IAB	ASTACIN	P07584	3.4.24.21	10.8510638297872	10	0.417787287607292	
69040	ZN	ESCHERICHIA COLI	3E1O	BACTERIOFERRITIN	P0ABD3	1.16.3.1	87931	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	12.0253164556962	0.037	0.417787886745641	
29989	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	36628	FE	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7)	7O8D	Sulerythrin	F9VPE5	None	17.8343949044586	10	0.417813664806957	
54332	FE	Sulfolobus acidocaldarius	1JM1	Rieske iron-sulfur protein soxF	Q53766	None	55437	FE	GALLUS GALLUS	3L74	CYTOCHROME B-C1 COMPLEX SUBUNIT 5, RIESKE IRONSULFUR PROTEIN, MITOCHONDRIAL	Q5ZLR5	1.10.2.2	18.5770750988142	0.0015	0.41783252453693	
87931	MN	synthetic construct	5C39	P0 Manganese cluster peptide	None	None	30008	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	11.1111111111111	10	0.417903161228575	
60498	FE	Thermotoga maritima	1VJW	FERREDOXIN(A)	P46797	None	767	FE	Methanothermobacter wolfeii	5T61	Tungsten formylmethanofuran dehydrogenase subunit fwdF	None	None	7.16332378223496	0.16	0.417928030046809	
30507	FE	Diaphorobacter sp. DS2	5XBP	3NT oxygenase alpha subunit	M9PW10	None	31181	FE	Pseudomonas putida	6ICL	Methylxanthine N3-demethylase NdmB	H9N290	1.14.13.179	16.3865546218487	1.9	0.41796061196964	
135577	ZN	LEISHMANIA MAJOR	4UXJ	THYMIDINE KINASE	Q4QC75	2.7.1.21	123062	ZN	synthetic construct	3LT9	ATP BINDING PROTEIN-D65V	None	None	9.89583333333333	10	0.417980703063121	
78379	MN	Unknown species	1JM0	PROTEIN (FOUR-HELIX BUNDLE MODEL)	None	None	29989	FE	Pyrococcus furiosus COM1	5N5E	PFC_05175	Q8U1L4	1.16.3.1	18.1818181818182	10	0.418015231071274	
10184	CU	AGARICUS BISPORUS	2Y9W	POLYPHENOL OXIDASE	C7FF04	1.14.18.1	10811	CU	Manduca sexta	3HHS	Phenoloxidase subunit 1	O44249	1.14.18.1	15.5072463768116	10	0.418019266823396	
135577	ZN	LEISHMANIA MAJOR	4UXJ	THYMIDINE KINASE	Q4QC75	2.7.1.21	123060	ZN	synthetic construct	3LT8	ATP BINDING PROTEIN-D65V	None	None	9.89583333333333	10	0.418090716347322	
135635	ZN	HOMO SAPIENS	4V3K	E3 UBIQUITIN-PROTEIN LIGASE RNF38	Q9H0F5	6.3.2.19	111991	ZN	Mus musculus	2DFY	fusion protein of LIM domain transcription factor LMO4 and LIM domain-binding protein 1	P61969	3.1	10.7692307692308	10	0.418100428826261	
115656	ZN	Mycobacterium tuberculosis	2O03	probable Zinc uptake regulation protein FurB	P9WN85	None	128115	ZN	HOMO SAPIENS	4BBQ	LYSINE-SPECIFIC DEMETHYLASE 2A	Q9Y2K7	1.14.11.27	15.5405405405405	10	0.418120529484132	
119757	ZN	Burkholderia pseudomallei strain	3CXK	Methionine-R-sulfoxide reductase	Q3JRF0	1.8.4	23527	FE	Desulfovibrio vulgaris str. 'Miyazaki F'	2RDV	RUBREDOXIN	P15412	None	12.1951219512195	10	0.418221934961832	
20867	FE	PSEUDOMONAS PUTIDA	1O7H	NAPHTHALENE 1,2-DIOXYGENASE ALPHA SUBUNIT	P0A110	1.14.12.12	44776	FE	Mycobacterium tuberculosis	2ZYL	POSSIBLE OXIDOREDUCTASE	P71875	1.14.15.30	18.5416666666667	0.0043	0.418230276129246	
83014	MN	Klebsiella pneumoniae subsp. pneumoniae	3JYF	2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase bifunctional periplasmic protein	A6THC4	3.1.4.16,3.1.3.6	34362	FE	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	6UNC	Metallophos domain-containing protein	I6YEE1	3.1.4.14	13.1105398457584	10	0.41826197520009	
18829	CU	Escherichia coli	3NT0	Blue copper oxidase cueO	P36649	1.16.3.4	13720	CU	Trametes hirsuta	5LDU	Laccase A	A0A0A7M685	1.10.3.2	18.3783783783784	0.021	0.418296182832868	
113563	ZN	Homo sapiens	2FU5	Guanine nucleotide exchange factor MSS4	P47224	None	21113	ZN	Desulfovibrio vulgaris subsp. vulgaris	1QYB	Rubrerythrin	P24931	None	15.2284263959391	10	0.418316508417727	
